Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;0;83;117;43;47;46;7.0;21.0;14.0;13.0;12.0;95;26;23760.0;0.0;0.0;2760.0;14520.0;6480.0;0.0;2802.0;543.0;12007;0.0;13.0;8.0;16.0;0.0;10.0;52.0;0.0;0.0;0;0;13.33213644524237;2.1090361960327355;8.0;20.0;25.98270893371758;19.960760949324737;1;92
1;1;84;113;41;43;45;7.0;20.0;14.0;12.0;12.0;97;31;24660.0;0.0;0.0;6060.0;12480.0;6120.0;0.0;2759.0;500.0;9105;0.0;12.0;9.0;16.0;0.0;16.0;48.0;0.0;0.0;0;0;13.23743500866551;1.9827992588481513;9.0;20.0;30.67887323943662;25.024798492205306;1;96
2;2;75;107;43;45;45;6.0;22.0;14.0;12.0;13.0;90;33;30900.0;0.0;0.0;4380.0;20160.0;6360.0;1380.0;2537.0;278.0;8530;0.0;12.0;9.0;14.0;1.0;18.0;49.0;65.95972222222223;14.34688467657141;43;107;13.069466882067852;2.083093311607627;6.0;21.0;32.651948051948054;25.727208349369093;1;86
3;3;83;128;46;47;45;6.0;21.0;14.0;13.0;12.0;97;34;23580.0;0.0;0.0;4500.0;15720.0;3360.0;60.0;2968.0;709.0;11966;0.0;13.0;10.0;15.0;0.0;22.0;52.0;0.0;0.0;0;0;13.609712230215827;2.086401481069771;7.0;21.0;33.872832369942195;23.741405784516623;2;96
4;4;82;137;41;43;45;7.0;21.0;13.0;12.0;12.0;99;27;28020.0;0.0;0.0;5580.0;17700.0;4740.0;600.0;2806.0;547.0;8977;0.0;12.0;10.0;15.0;1.0;21.0;53.0;0.0;0.0;0;0;13.090121317157712;2.0057602022047285;7.0;20.0;26.863128491620113;22.777788191685286;1;94
5;5;77;135;41;42;44;6.0;21.0;14.0;12.0;13.0;93;28;26220.0;0.0;0.0;3960.0;18120.0;4140.0;600.0;2789.0;530.0;7883;0.0;12.0;8.0;15.0;1.0;4.0;47.0;0.0;0.0;0;0;13.544041450777202;2.1823704621823126;9.0;21.0;27.682451253481894;24.170805811999404;1;88
6;6;78;128;41;43;44;7.0;23.0;13.0;13.0;12.0;98;42;24088.0;0.0;0.0;3240.0;17100.0;3780.0;240.0;3270.0;1011.0;15662;0.0;13.0;10.0;15.0;0.0;16.0;47.0;0.0;0.0;0;0;13.203971119133573;2.045489562797245;7.0;23.0;41.91591591591592;34.979343782128986;1;97
7;7;80;123;43;46;44;6.0;21.0;14.0;12.0;12.0;95;29;25560.0;0.0;0.0;5460.0;15180.0;4920.0;60.0;2744.0;485.0;9107;0.0;12.0;8.0;18.0;0.0;23.0;50.0;0.0;0.0;0;0;13.259896729776248;2.0634327938343153;8.0;20.0;29.515068493150686;22.688067416100044;1;94
8;8;92;116;42;45;44;7.0;20.0;13.0;12.0;13.0;91;26;26820.0;0.0;0.0;4320.0;18600.0;3900.0;660.0;2710.0;451.0;10221;0.0;12.0;7.0;16.0;1.0;17.0;48.0;0.0;0.0;0;0;12.96975806451613;2.12822164278584;7.0;19.0;25.313915857605178;21.11293029795681;1;82
9;9;92;168;41;42;44;6.0;20.0;14.0;13.0;12.0;96;27;31740.0;0.0;0.0;5580.0;16860.0;9300.0;0.0;2938.0;679.0;12830;0.0;13.0;9.0;17.0;0.0;15.0;46.0;0.0;0.0;0;0;13.179054054054054;2.118539571496619;7.0;20.0;27.34072022160665;24.3936490652124;1;94
