Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;16;92;106;59;74;74;8.0;22.0;15.0;0.0;15.0;90;39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1504.0;15.0;121;0.0;15.0;12.0;19.0;0.0;12.0;85.0;0.0;0.0;0;0;15.184615384615384;2.7337903115373754;9.0;20.0;38.15277777777778;18.3920723578743;3;88
1;17;39;139;54;61;68;7.0;23.0;14.0;15.0;16.0;99;35;29460.0;0.0;0.0;4740.0;19020.0;5700.0;300.0;2043.0;554.0;7189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.835664335664335;2.401395444972287;8.0;21.0;35.10455764075067;31.02264684545172;1;99
2;18;93;128;62;66;67;8.0;23.0;15.0;16.0;15.0;99;47;18060.0;2100.0;960.0;3120.0;14160.0;780.0;1080.0;2029.0;540.0;7025;0.0;16.0;10.0;22.0;1.0;57.0;0.0;86.24583333333334;12.472385469730943;62;128;15.03156146179402;2.6944018290377767;8.0;22.0;46.48118279569893;22.860661866328055;5;94
3;19;52;130;55;58;65;8.0;23.0;14.0;15.0;15.0;99;25;39701.0;0.0;0.0;6540.0;22800.0;10380.0;1140.0;1879.0;390.0;6656;0.0;15.0;9.0;20.0;1.0;13.0;67.0;76.58472222222223;16.218423677703893;55;130;14.80713128038898;2.04648119646031;8.0;21.0;24.173803526448363;23.591133519763147;1;98
4;20;41;113;56;58;63;7.0;24.0;16.0;15.0;15.0;96;32;16920.0;0.0;0.0;300.0;12180.0;4440.0;240.0;1557.0;68.0;821;0.0;15.0;9.0;21.0;0.0;17.0;71.0;0.0;0.0;0;0;15.906158357771261;2.912203601495789;7.0;22.0;31.398663697104677;20.44513758270024;1;91
5;21;88;172;54;56;62;6.0;22.0;14.0;15.0;15.0;99;37;13200.0;0.0;0.0;0.0;10200.0;3000.0;120.0;2088.0;599.0;10106;0.0;15.0;11.0;19.0;0.0;13.0;62.0;79.91944444444445;18.24217213315899;54;172;14.052539404553414;2.287720903313938;6.0;21.0;36.95211267605634;31.371386708070524;1;99
6;22;59;171;57;61;62;6.0;23.0;14.0;15.0;17.0;99;35;31080.0;0.0;900.0;5700.0;18060.0;7320.0;60.0;2075.0;586.0;8325;0.0;15.0;9.0;20.0;0.0;21.0;70.0;82.125;17.55431056591071;57;171;14.32258064516129;2.408890151752383;6.0;21.0;34.565625;22.699437071420405;2;96
7;23;60;160;50;66;61;7.0;22.0;14.0;17.0;16.0;99;47;26580.0;0.0;0.0;2520.0;20760.0;3300.0;840.0;2205.0;716.0;12124;0.0;17.0;10.0;22.0;1.0;38.0;80.0;87.25138888888888;15.06114844609906;50;160;15.256366723259763;2.6704344358250713;8.0;22.0;46.572625698324025;24.036262858686115;1;94
8;24;91;122;59;63;61;8.0;22.0;15.0;16.0;15.0;98;32;27060.0;0.0;720.0;5340.0;14880.0;6840.0;60.0;1643.0;154.0;3481;0.0;16.0;12.0;20.0;0.0;41.0;73.0;0.0;0.0;0;0;15.150709219858156;2.2754431087106584;8.0;22.0;31.587912087912088;18.215904988271156;3;82
9;25;16;119;56;58;60;7.0;23.0;14.0;15.0;22.0;98;32;32780.0;0.0;0.0;4680.0;20760.0;7380.0;1320.0;1773.0;284.0;1924;0.0;15.0;12.0;19.0;1.0;12.0;66.0;0.0;0.0;0;0;14.751152073732719;2.393567492132357;8.0;22.0;32.37470167064439;29.366833525376567;1;97
10;26;83;141;64;65;61;7.0;25.0;16.0;22.0;14.0;99;57;1920.0;1980.0;0.0;1320.0;600.0;0.0;0.0;2274.0;785.0;4242;0.0;22.0;20.0;25.0;0.0;58.0;85.0;0.0;0.0;0;0;15.567233384853168;3.076265361536403;7.0;24.0;56.44155844155844;24.22186063530618;11;99
11;27;45;111;53;54;60;6.0;23.0;15.0;14.0;15.0;96;23;36180.0;0.0;0.0;2280.0;19500.0;14400.0;660.0;1673.0;184.0;2823;0.0;14.0;11.0;18.0;1.0;5.0;60.0;71.24722222222222;13.730035730938194;53;111;14.562691131498472;2.374343515774401;6.0;22.0;22.669856459330145;23.98715965280302;1;94
12;28;77;109;60;61;61;8.0;22.0;14.0;15.0;15.0;96;40;14940.0;0.0;0.0;3120.0;11520.0;300.0;1620.0;1679.0;190.0;5816;0.0;15.0;11.0;19.0;2.0;21.0;68.0;78.54185692541857;10.109077775803614;60;109;14.85025817555938;2.4974935667163276;9.0;20.0;39.894594594594594;21.49122317329321;6;94
