Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;0;84;92;37;40;48;6.0;19.0;13.0;14.0;14.0;88;23;28860;0;0;3960;19800;5100;300;2270.0;50.0;2129;0.0;14.0;7.0;18.0;0;4.0;44.0;0.0;0.0;0;0;13.213846153846154;2.007399919764326;7.0;18.0;22.772300469483568;19.76534366513261;1;82
1;1;91;128;39;40;45;6.0;21.0;14.0;14.0;14.0;99;31;25500;0;0;6360;14220;4920;120;2432.0;212.0;5407;0.0;14.0;6.0;18.0;0;14.0;44.0;0.0;0.0;0;0;13.794392523364486;1.8158439989382142;6.0;19.0;29.91931540342298;22.757053094502314;2;92
2;2;64;126;39;40;44;7.0;22.0;14.0;14.0;14.0;99;34;29460;0;0;7860;13680;7920;840;2512.0;292.0;6919;0.0;14.0;10.0;19.0;1;17.0;44.0;0.0;0.0;0;0;14.133111480865225;2.0030555201632687;7.0;20.0;32.986338797814206;27.170928880203654;1;90
3;3;86;127;40;42;44;6.0;20.0;13.0;14.0;14.0;98;34;17340;0;0;6060;7080;4200;240;2686.0;466.0;11362;0.0;14.0;10.0;17.0;0;12.0;45.0;0.0;0.0;0;0;13.097173144876326;2.124090109515697;7.0;19.0;33.85142857142857;23.63256072732306;2;94
4;4;95;124;39;40;43;7.0;20.0;13.0;14.0;14.0;96;28;26858;0;0;4620;16440;5820;480;2794.0;574.0;18776;0.0;14.0;10.0;18.0;0;16.0;46.0;0.0;0.0;0;0;13.820267686424474;1.8944949747662894;9.0;22.0;27.80817610062893;27.98760387898949;1;93
5;5;87;94;37;41;43;6.0;19.0;13.0;14.0;15.0;93;28;31020;0;0;7560;15000;8460;0;2307.0;87.0;3431;0.0;14.0;9.0;17.0;0;15.0;45.0;0.0;0.0;0;0;13.309446254071661;2.1067617260237124;7.0;18.0;27.570666666666668;24.70605201609966;1;88
6;6;95;119;38;40;40;8.0;21.0;14.0;15.0;14.0;95;32;26040;0;0;7620;12660;5760;0;2508.0;288.0;7664;0.0;15.0;10.0;18.0;0;13.0;45.0;0.0;0.0;0;0;14.183144246353322;1.9944431312595308;8.0;20.0;32.04639175257732;28.242924711490154;1;89
7;7;93;115;38;41;41;7.0;20.0;14.0;14.0;14.0;98;31;28260;0;0;6180;12780;9300;120;2466.0;246.0;6366;0.0;14.0;9.0;18.0;0;9.0;46.0;0.0;0.0;0;0;14.070840197693576;1.8855008517917393;8.0;19.0;30.739473684210527;25.253931840551132;2;89
8;8;95;127;38;40;41;6.0;19.0;14.0;14.0;14.0;99;27;28200;0;0;7920;12840;7440;0;2550.0;330.0;7037;0.0;14.0;11.0;18.0;0;15.0;44.0;0.0;0.0;0;0;14.02020202020202;1.8339106417751438;7.0;19.0;26.181102362204726;23.09506224492875;1;97
9;9;86;143;34;35;40;6.0;20.0;13.0;14.0;14.0;93;33;27660;0;360;9660;11700;6300;120;2919.0;699.0;14606;0.0;14.0;9.0;17.0;0;5.0;42.0;0.0;0.0;0;0;13.4;2.060050854665856;7.0;18.0;32.640378548895896;31.45759767674125;1;91
10;10;98;108;41;44;40;7.0;21.0;13.0;14.0;14.0;93;32;24600;0;0;5820;12480;6300;60;2452.0;232.0;7898;0.0;14.0;9.0;18.0;0;11.0;47.0;0.0;0.0;0;0;13.654424040066777;2.030430341769367;8.0;21.0;31.71693121693122;23.872052666645125;3;91
11;11;68;163;37;39;40;8.0;21.0;14.0;14.0;14.0;99;34;29940;0;0;8760;12240;8940;0;2850.0;630.0;11643;0.0;14.0;10.0;18.0;0;5.0;42.0;65.52638888888889;22.026483384626104;37;163;13.736752136752136;1.8552120292857486;8.0;20.0;32.99132947976879;32.88124427998603;1;95
12;12;81;116;37;40;40;8.0;20.0;14.0;14.0;13.0;99;30;26160;0;0;5520;16500;4140;2340;2338.0;118.0;3637;0.0;14.0;10.0;18.0;4;24.0;48.0;0.0;0.0;0;0;14.070967741935483;1.8815219557388;9.0;19.0;29.134920634920636;21.135874305683664;2;85
13;13;88;133;37;40;40;7.0;21.0;14.0;13.0;14.0;92;27;25020;0;0;9360;9660;6000;3240;2401.0;181.0;5164;0.0;13.0;9.0;18.0;1;6.0;44.0;0.0;0.0;0;0;13.777258566978194;1.8082314275998912;8.0;20.0;26.74878048780488;20.90939364054417;1;83
14;14;93;96;38;41;40;7.0;20.0;13.0;14.0;14.0;86;21;28320;0;0;6600;18660;3060;60;2253.0;33.0;1543;0.0;14.0;10.0;18.0;0;7.0;44.0;0.0;0.0;0;0;13.577611940298507;1.9018703202587997;7.0;19.0;20.69815668202765;14.900395761093124;2;73
15;15;73;135;36;37;39;7.0;22.0;14.0;14.0;14.0;100;38;26820;0;0;8760;11760;6300;300;2991.0;771.0;9243;0.0;14.0;9.0;18.0;0;9.0;42.0;0.0;0.0;0;0;14.016611295681063;1.9991002490419492;9.0;20.0;38.347258485639685;30.515108384906394;1;99
16;16;72;128;39;42;40;7.0;21.0;14.0;14.0;15.0;99;32;24000;0;0;3660;15480;4860;3180;2733.0;513.0;10524;0.0;14.0;10.0;17.0;3;11.0;45.0;0.0;0.0;0;0;14.021996615905245;1.8288504077325016;7.0;19.0;31.761772853185594;25.47387518770158;2;97
17;17;78;88;42;44;40;7.0;22.0;13.0;15.0;14.0;84;26;25680;0;0;3900;16800;4980;3060;2265.0;45.0;1643;0.0;15.0;10.0;19.0;2;24.0;50.0;0.0;0.0;0;0;13.80517503805175;2.2938812147101997;8.0;19.0;25.593103448275862;15.915508182695154;4;84
18;18;99;182;38;39;40;8.0;21.0;14.0;14.0;14.0;99;45;22260;0;3300;7320;9660;5280;1020;3604.0;1384.0;15128;0.0;14.0;9.0;20.0;1;8.0;45.0;0.0;0.0;0;0;13.802020202020202;2.371803209424918;8.0;23.0;45.17821782178218;36.37403673829758;1;97
19;19;77;106;37;39;40;7.0;21.0;13.0;14.0;14.0;98;27;28740;0;0;7320;14700;6720;120;2352.0;132.0;5039;0.0;14.0;10.0;18.0;0;7.0;43.0;0.0;0.0;0;0;13.619808306709265;1.9488320320469583;7.0;21.0;27.386363636363637;24.723413756739994;1;95
20;20;98;126;36;37;40;6.0;21.0;14.0;14.0;14.0;99;26;24240;0;0;7680;12180;4380;2040;2514.0;294.0;9128;0.0;14.0;7.0;17.0;2;15.0;42.0;0.0;0.0;0;0;13.641156462585034;2.0821904403635196;7.0;20.0;25.726775956284154;22.912203396201992;1;94
