;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;hr_time_series;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;resp_time_series;str_maxStressLevel;str_avgStressLevel;stress_time_series;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate
0;0;74;100;49;61;61;[72, 70, 69, 71, 72, 77, 74, 76, 77, 73, 79, 79, 79, 84, 79, 70, 68, 73, 77, 74, 61, 71, 74, 72, 73, 83, 68, 69, 70, 80, 86, 79, 73, 71, 74, 67, 77, 76, 68, 74, 68, 62, 57, 62, 63, 74, 86, 95, 100, 88, 81, 72, 71, 95, 57, 59, 63, 74, 77, 76, 69, 68, 68, None, 74, 72, 79, 83, 65, 63, 64, 67, 66, 68, 62, 74, 67, 71, 72, 69, 65, 70, 75, 84, 69, 64, 74, 65, 65, 70, 73, 68, 71, 69, 69, 63, 72, 77, 71, 72, 64, 72, 70, 61, 62, 70, 70, 66, 79, 84, 77, 79, 63, 58, 59, 64, 69, 75, 59, 60, 61, 57, 57, 64, 57, 62, 67, 64, 66, 65, 68, 61, 57, 60, 62, 61, 49, 61, 94, 86, 73, 67, 81, 64, 77, 70, 55, 53, 60, 69, 79, 85, 79, 80, 73, 81, 83, 80, 65, 73, 73, 83, 94, 82, 91, 100, 100, 94, 86, 86, 80, 81, 82, 74, 74, 72, 72, 83, 79, 84, 82, 80, 82, 76, 74, 77, 81, 93, 87, 76, 89, 94, 94, 94, 97, 95, 88, 78, 79, 78, 80, 80, 78, 84, 80, 77, 74, 78, 82, 81, 77, 81, 85, 87, 91, 89, 93, 91, 90, 89, 89, 87, 82, 78, 71, 72, 72, 73, 75, 72, 71, 74, 77, 79, 78, 74, 76, 72, 77, 78, 75, 75, 80, 83, 83, 85, 79, 80, 84, 79, 79, 75, 82, 76, 78, 75, 75, 77, 85, 86, 82, 79, 73, 79, 93, 83, 82, 89, 90, 73, 79, 73, 74, 70, 73, 71, 81, 74, 76, 81, 89, 81, 72, 76, 74, 70, 68, 67, 67, 67, 70, 73, 77, 72, 75, 70, 74, 78, 74, 74, 76, 74, 71, 79, 77, 64, 71, 74, 71, 68, 66, 69, 67, 67, 67, 65, 66, 74, 73, 80, 73, 74, 71, 83, 70, 73, 83, 81, 80, 85, 84, 80, 82, 88, 81, 80, 75, 76, 76, 79, 74, 76, 76, 73, 71, 72, 75, 72, 70, 74, 67, 81, 80, 83, 73, 72, 72, 77, 100, 75, 75, 76, 93, 84, 73, 73, 74, 76, 75, 74, 75, 70, 70, 68, 68, 76, 82, 73, 70, 73, 69, 74, 72, 73, 73, 70, 72, 74, 76, 73, 71, 70, 70, 69, 72, 69, 73, 81, 74, 67, 65, 70, 68, 64, 69, 65, 67, 67, 63, 64, 66, 66, 65, 66, 69, 64, 62, 62, 59, 58, 63, 71, 72, 72, 71, 68, 64, 67, 63, 67, 66, 72, 65, 64, 64, 64];8.0;22.0;14.0;;14.0;[16.0, 13.0, 14.0, 17.0, 18.0, 14.0, 16.0, 14.0, 11.0, 15.0, 10.0, 13.0, 9.0, 15.0, 17.0, 17.0, 14.0, 12.0, 13.0, 10.0, 14.0, 13.0, 12.0, 14.0, 14.0, 14.0, 14.0, 16.0, 14.0, 10.0, 14.0, 15.0, 12.0, 15.0, 16.0, 11.0, 11.0, 11.0, 14.0, 15.0, 13.0, 12.0, 14.0, 13.0, 13.0, 14.0, 16.0, 14.0, 11.0, 17.0, 16.0, 18.0, -1.0, 16.0, 16.0, 16.0, 15.0, -1.0, 21.0, 16.0, 15.0, 13.0, 17.0, 17.0, 16.0, 17.0, 16.0, 17.0, 14.0, 15.0, 14.0, 14.0, 15.0, 15.0, 10.0, 13.0, 14.0, 15.0, 17.0, 12.0, 9.0, 15.0, 12.0, 13.0, 12.0, 12.0, 14.0, 12.0, 14.0, 16.0, 16.0, 13.0, 12.0, 10.0, 10.0, 11.0, 14.0, 11.0, 10.0, 15.0, 16.0, 14.0, 15.0, 17.0, 13.0, 9.0, 13.0, 16.0, 15.0, 16.0, 15.0, 15.0, 13.0, 15.0, 14.0, 12.0, 12.0, -1.0, -1.0, -1.0, 13.0, 12.0, 14.0, 9.0, 11.0, 14.0, 12.0, 13.0, 14.0, 14.0, 13.0, 13.0, 15.0, 13.0, 9.0, 16.0, 18.0, 15.0, 17.0, 17.0, 10.0, 11.0, 16.0, 10.0, 13.0, 15.0, 14.0, -1.0, -1.0, 13.0, 13.0, 11.0, 12.0, 13.0, 16.0, 10.0, 8.0, 11.0, 15.0, 16.0, 16.0, 15.0, 12.0, 15.0, 9.0, 13.0, 11.0, 14.0, 10.0, 13.0, -1.0, 13.0, -1.0, -1.0, -1.0, -1.0, 13.0, 17.0, 17.0, 17.0, 14.0, 14.0, 18.0, 18.0, 18.0, 16.0, 15.0, 13.0, 12.0, 13.0, 17.0, 14.0, 15.0, 17.0, 14.0, 12.0, 9.0, 11.0, 14.0, 13.0, -1.0, -1.0, -1.0, -1.0, -1.0, 17.0, 16.0, 9.0, 11.0, 17.0, 16.0, 9.0, 14.0, 14.0, 14.0, -1.0, -2.0, -1.0, -1.0, 13.0, -1.0, 15.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 13.0, 14.0, 10.0, 12.0, 12.0, 15.0, 15.0, 15.0, 12.0, 17.0, 18.0, 18.0, 13.0, 11.0, 10.0, 12.0, 14.0, 11.0, 15.0, 15.0, 15.0, 17.0, -1.0, -1.0, -1.0, 11.0, 11.0, -1.0, 14.0, 17.0, -1.0, -1.0, -1.0, -1.0, 10.0, 12.0, 14.0, 10.0, -1.0, 10.0, 12.0, 15.0, 12.0, -1.0, -1.0, 14.0, -1.0, -1.0, 13.0, -1.0, 14.0, 17.0, 16.0, 15.0, 15.0, -1.0, 12.0, 13.0, 15.0, -1.0, 12.0, 13.0, 16.0, 12.0, 18.0, 16.0, 12.0, 8.0, 10.0, 10.0, 14.0, 14.0, 12.0, 9.0, 14.0, 12.0, 11.0, 12.0, 18.0, 13.0, 14.0, 10.0, -1.0, 12.0, 11.0, 13.0, 11.0, 15.0, 14.0, -1.0, 9.0, 11.0, 13.0, 11.0, 13.0, 13.0, 13.0, 13.0, 13.0, 11.0, 13.0, 15.0, 14.0, 15.0, 12.0, 12.0, 17.0, 15.0, 16.0, 19.0, 15.0, 10.0, 14.0, 12.0, 13.0, 14.0, 20.0, 17.0, 12.0, 11.0, 13.0, 13.0, 18.0, 16.0, 16.0, 16.0, 17.0, 15.0, 12.0, 11.0, 10.0, 14.0, 17.0, 13.0, 16.0, 18.0, 14.0, 13.0, 13.0, 11.0, 16.0, 14.0, 11.0, 10.0, 13.0, 14.0, 14.0, 14.0, 14.0, 17.0, 16.0, 13.0, 9.0, 14.0, 17.0, 17.0, 13.0, 14.0, 16.0, 14.0, 15.0, 12.0, 13.0, 12.0, 14.0, 17.0, 16.0, 19.0, 12.0, 17.0, 15.0, 15.0, 14.0, 17.0, 15.0, 15.0, -1.0, -1.0, 18.0, 17.0, 18.0, 16.0, 16.0, 18.0, 18.0, 18.0, 17.0, 17.0, 16.0, 16.0, 17.0, 16.0, 16.0, 17.0, 15.0, 15.0, 11.0, 12.0, 13.0, 15.0, 15.0, 17.0, 16.0, 17.0, 15.0, 15.0, 14.0, 12.0, 15.0, 13.0, 15.0, 17.0, 18.0, 17.0, 18.0, 14.0];85;20;[16, 15, 19, 31, 25, 28, 31, 40, -1, 30, 13, 18, 24, 9, 23, 16, 27, 14, 15, 40, 41, 19, -1, 16, 25, 13, 12, 9, 5, 7, 37, 73, 58, 18, 11, -1, 1, 4, -1, 22, 10, 12, -1, -1, -1, -1, -1, -1, -1, -1, -1, 36, 18, 8, 6, 10, 6, 15, 10, 17, 9, 11, 25, 15, 7, 6, 14, 16, 15, 12, 11, 21, 21, 18, 13, 12, 2, 16, 8, -1, -2, -1, 2, 6, 9, 21, 3, 2, 1, 5, 4, 7, 5, 4, 7, 1, 2, 2, 2, -2, -1, 6, -1, -1, 0, 1, 8, 44, 48, 18, 43, 41, 13, 20, 40, -1, -2, -2, -1, 55, 43, 46, 28, 23, 18, 34, 52, 40, 39, 23, 25, 36, 64, 37, -1, -2, -2, -2, -1, -1, 35, -1, 60, -2, -1, 31, -2, -1, -2, -1, -2, -2, -2, -2, -1, -1, 17, -1, 17, -1, 14, -1, 25, 31, 17, 19, 34, 24, -1, -2, -2, -1, -2, -1, -1, -2, -2, 28, 31, -2, -1, -1, 21, -2, -2, -2, 20, -1, 20, 18, -1, -1, -1, -1, -1, 17, -1, 15, 18, 16, 19, 19, -1, 22, 23, -1, 20, -1, 19, -2, 17, 14, 19, 15, 10, 11, 10, 8, 19, 26, 21, 16, 28, 20, 40, 33, 45, 39, 38, 49, 36, 25, 37, 25, -1, 22, 17, -1, 20, 15, 10, 41, 35, 19, 19, 21, 49, 23, 44, -1, 19, -1, 28, 21, 17, 15, 12, 23, 22, 19, 19, 13, 20, 17, 20, 21, 23, 17, 17, 17, 14, 17, -2, 10, 8, 11, 8, 5, 4, 2, 9, 8, 7, 10, 2, 2, 1, 7, 20, 22, 16, 10, 3, 9, 12, 7, 8, 9];;;;;;;;2240.0;159.0;5357;;14.0;11.0;18.0;0.0;10.0;60.0
1;1;62;117;46;50;56;[63, 65, 65, 65, 65, 62, 61, 63, 62, 65, 66, 59, 58, 56, 57, 62, 94, 93, 71, 72, 68, 64, 59, 63, 59, 58, 67, 54, 54, 55, 55, 56, 54, 54, 55, 56, 55, 60, 69, 64, 64, 65, 69, 60, 60, 56, 58, 57, 55, 59, 59, 59, 59, 58, 60, 60, 59, 59, 62, 61, 67, 69, 76, 74, 75, 72, 73, 73, 72, 66, 63, 62, 65, 63, 62, 60, 62, 60, 60, 61, 59, 60, 58, 59, 58, 57, 58, 57, 57, 56, 56, 56, 56, 56, 56, 56, 54, 55, 57, 65, 59, 61, 57, 54, 51, 50, 50, 51, 49, 52, 60, 60, 55, 56, 58, 56, 53, 51, 52, 52, 52, 52, 59, 51, 51, 52, 52, 52, 55, 69, 58, 64, 64, 64, 61, 62, 63, 59, 61, 60, 57, 59, 63, 65, 60, 62, 64, 70, 65, 67, 66, 65, 61, 60, 57, 60, 61, 62, 60, 59, 58, 56, 56, 57, 55, 54, 54, 54, 54, 53, 56, 52, 53, 64, 46, 46, 46, 46, 50, 46, 50, 56, 53, 50, 49, 53, 55, 68, 59, 60, 61, 59, 62, 64, 63, 62, 63, 64, 64, 61, 60, 66, 75, 72, 82, 84, 80, 68, 67, 89, 90, 83, 81, 81, 91, 92, 102, 81, 74, 82, 79, 78, 82, 79, 86, 74, 78, 74, 73, 78, 77, 94, 101, 104, 79, 83, 79, 81, 95, 94, 94, 97, 115, 117, 84, 76, 71, 75, 77, 75, 76, 73, 77, 76, 80, 76, 79, 73, 73, 75, 70, 76, 71, 73, 74, 69, 69, 71, 72, 72, 75, 72, 73, 74, 65, 64, 64, 66, 63, 62, 63, 64, 66, 64, 66, 68, 64, 61, 64, 62, 66, 67, 67, 64, 63, 63, 70, 65, 72, 88, 84, 78, 71, 71, 77, 78, 75, 69, 64, 63, 69, 71, 79, 83, 68, 70, 67, 75, 80, 73, 74, 77, 69, 72, 76, 70, 74, 72, 73, 74, 68, 69, 65, 68, 68, 69, 70, 74, 63, 67, 74, 74, 74, 70, 65, 66, 75, 79, 74, 77, 83, 83, 84, 86, 87, 67, 71, 64, 71, 66, 67, 62, 63, 67, 78, 78, 84, 87, 82, 73, 68, 67, 74, 68, 68, 69, 79, 68, 65, 66, 64, 94, 79, 86, 86, 78, 77];8.0;21.0;15.0;14.0;13.0;[16.0, 17.0, 17.0, 17.0, 14.0, 15.0, 15.0, 15.0, 17.0, 16.0, 13.0, 11.0, 14.0, 13.0, 14.0, -1.0, -1.0, 12.0, 14.0, 16.0, 16.0, 15.0, 13.0, 11.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 15.0, 16.0, 14.0, 13.0, 12.0, 14.0, 14.0, 14.0, 14.0, 11.0, 13.0, 15.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 14.0, 13.0, 15.0, 15.0, 14.0, 15.0, 13.0, 14.0, 15.0, 15.0, 17.0, 17.0, 15.0, 13.0, 15.0, 14.0, 12.0, 13.0, 12.0, 14.0, 11.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 15.0, 14.0, 14.0, 14.0, 11.0, 11.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 14.0, 15.0, 13.0, 15.0, 13.0, 13.0, 12.0, 12.0, 14.0, 13.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 12.0, 15.0, 17.0, 15.0, 16.0, 16.0, 15.0, 16.0, 17.0, 15.0, 13.0, 14.0, 14.0, 18.0, 13.0, 12.0, 14.0, 13.0, 14.0, 15.0, 14.0, 16.0, 13.0, 12.0, 12.0, 13.0, 13.0, 12.0, 12.0, 13.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 14.0, 13.0, 14.0, 14.0, 14.0, 12.0, 13.0, 13.0, 13.0, 14.0, 14.0, 14.0, 13.0, 12.0, 12.0, 12.0, -2.0, -2.0, -2.0, -2.0, -2.0, 12.0, 12.0, 14.0, 12.0, 14.0, 13.0, 12.0, 15.0, 14.0, 15.0, 16.0, 13.0, 12.0, 13.0, 13.0, 11.0, 16.0, 16.0, 17.0, 18.0, 17.0, 15.0, -1.0, -1.0, 15.0, -1.0, -1.0, -1.0, -1.0, -1.0, 9.0, 18.0, 16.0, 18.0, 17.0, 16.0, 16.0, 15.0, 17.0, 14.0, 18.0, 20.0, 15.0, 14.0, -1.0, -1.0, -1.0, 16.0, 18.0, 13.0, 18.0, 19.0, -1.0, -1.0, -1.0, -1.0, 9.0, 14.0, 17.0, 16.0, 15.0, 17.0, 15.0, 16.0, 17.0, 13.0, 16.0, 18.0, 15.0, 17.0, 13.0, 12.0, 10.0, 10.0, 15.0, 17.0, 16.0, 15.0, 14.0, 11.0, 12.0, 16.0, 15.0, 11.0, 16.0, 15.0, 13.0, 9.0, 12.0, 12.0, 15.0, 14.0, 16.0, 15.0, 15.0, 16.0, 17.0, 12.0, 15.0, 14.0, 12.0, 13.0, 13.0, 16.0, 17.0, 14.0, 13.0, 14.0, 15.0, 13.0, 18.0, 17.0, 15.0, 14.0, -1.0, -1.0, -1.0, 15.0, -1.0, -1.0, 13.0, 14.0, 13.0, 12.0, 13.0, 14.0, 11.0, 15.0, 12.0, 10.0, 13.0, 11.0, 12.0, 11.0, 15.0, 16.0, 15.0, 14.0, 15.0, 17.0, 17.0, 18.0, 13.0, 14.0, 15.0, 15.0, 16.0, 13.0, 17.0, 15.0, 15.0, 15.0, 13.0, 12.0, 14.0, 9.0, 12.0, 15.0, 16.0, -1.0, 13.0, -1.0, -1.0, -1.0, 11.0, 12.0, -1.0, 11.0, 15.0, 12.0, 14.0, 15.0, 12.0, 13.0, 17.0, 19.0, 18.0, 17.0, -1.0, -1.0, 12.0, -1.0, 15.0, 14.0, -1.0, 12.0, -1.0, 14.0, 18.0, 18.0, 10.0, 12.0, 13.0, 13.0, 12.0, 16.0, 14.0, 17.0, 16.0, 17.0, 17.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0];87;24;[6, 5, 6, 2, 5, 5, 8, 1, 1, 2, -2, 22, 9, 11, 1, 3, 2, 6, 0, 1, 1, 0, 1, 1, 15, 17, 18, 22, 12, 3, 4, 2, 5, 4, 5, 5, 8, 6, 9, 6, -1, 37, 38, 34, 32, 23, 10, 9, 12, 8, 7, 8, 7, 7, 7, 4, 4, 4, 3, 3, 2, 2, 3, 2, 2, 8, 9, 1, 3, 0, 2, 2, 3, 19, 7, 11, 4, 2, 3, 3, 9, 3, 2, 2, 2, 21, 11, -1, 16, -1, 17, 14, -1, 10, 17, 18, 17, 40, 24, -1, 22, 15, 10, 13, 13, 12, 10, 9, 6, 5, 6, 5, 5, 5, 3, 13, 1, 1, 3, 2, 11, 3, 4, 10, -1, 18, 21, 17, 36, -1, 37, 24, 15, 23, 59, 67, 74, 52, 31, -2, -1, -2, -2, -2, -1, -1, 55, 67, 68, 60, 52, 48, 58, -1, -2, -1, 74, 73, -1, -2, -2, -1, 67, 52, 49, 56, 50, 51, 57, 58, 64, 38, 56, 48, 51, 46, 41, 43, 34, 44, 49, 67, 29, 25, 25, 25, 24, 22, 25, 33, 28, 22, 20, 24, 28, 25, 25, 31, 31, -1, -2, -2, -1, -2, -1, 25, 31, -1, -1, 37, 31, 50, 61, 55, 53, 38, 45, 46, 52, 48, 31, 29, 31, 37, 58, 25, 37, 50, 40, 34, -1, -1, -2, -1, -1, -1, 37, -1, 28, 34, 25, 29, -1, -2, -1, -1, -1, 40, -1, 25, 52, 31, 25, 31, 76, 76, 76, 61, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1];21000.0;0.0;0.0;2580.0;10920.0;7500.0;0.0;2221.0;140.0;3935;;;;;;;
