Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;0;81;91;54;61;61;8.0;20.0;15.0;0.0;15.0;74;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2478.0;24.0;676;0.0;15.0;12.0;18.0;0.0;8.0;60.0;0.0;0.0;0;0;14.574162679425838;2.594713505281911;8.0;20.0;12.348484848484848;7.734206633506143;2;73
1;1;77;126;53;56;59;7.0;21.0;14.0;15.0;16.0;99;34;24480.0;1621.0;0.0;3780.0;16440.0;4260.0;60.0;4225.0;1771.0;17157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.675;19.70814658121526;53;126;14.237606837606837;2.1594446300798262;8.0;19.0;33.926760563380284;28.2890560521724;1;99
2;2;89;131;53;59;59;7.0;22.0;14.0;16.0;15.0;96;27;25020.0;0.0;0.0;7140.0;13980.0;3900.0;120.0;2936.0;482.0;5483;0.0;16.0;12.0;19.0;0.0;24.0;68.0;0.0;0.0;0;0;14.914473684210526;2.498536621566208;7.0;25.0;26.06788511749347;18.944624194390812;2;94
3;3;96;114;52;56;58;7.0;22.0;15.0;15.0;16.0;85;19;27354.0;0.0;0.0;5520.0;17940.0;3900.0;960.0;2640.0;186.0;3585;0.0;15.0;11.0;19.0;1.0;6.0;60.0;0.0;0.0;0;0;15.21272365805169;2.2928008033915073;8.0;21.0;19.748427672955973;18.066428281791648;1;84
4;4;82;102;52;55;57;5.0;21.0;14.0;16.0;16.0;91;19;27840.0;2700.0;840.0;7860.0;13320.0;6660.0;120.0;2549.0;95.0;2437;0.0;16.0;10.0;18.0;0.0;11.0;60.0;0.0;0.0;0;0;14.904689863842663;2.440516382643583;6.0;21.0;19.427207637231504;12.603038788857633;1;85
5;5;81;102;54;56;57;6.0;21.0;14.0;16.0;16.0;86;25;26640.0;0.0;0.0;6300.0;17460.0;2880.0;300.0;2572.0;118.0;3927;0.0;16.0;12.0;20.0;0.0;15.0;63.0;0.0;0.0;0;0;15.119162640901772;2.3893153078266174;6.0;20.0;24.747395833333332;14.2869128448025;1;83
6;6;82;129;52;53;57;6.0;21.0;14.0;16.0;15.0;99;23;25080.0;0.0;0.0;4200.0;17220.0;3660.0;360.0;2651.0;197.0;2254;0.0;16.0;12.0;19.0;0.0;13.0;60.0;0.0;0.0;0;0;14.91679748822606;2.263140684199108;6.0;20.0;22.94334975369458;15.606908998375806;4;97
7;7;81;124;52;55;56;7.0;22.0;14.0;15.0;16.0;94;25;23520.0;0.0;0.0;4920.0;14400.0;4200.0;480.0;2785.0;331.0;5067;0.0;15.0;12.0;19.0;1.0;11.0;58.0;0.0;0.0;0;0;14.70754716981132;2.2359286666823674;8.0;21.0;24.86470588235294;17.92679365630808;4;94
8;8;72;181;55;56;56;7.0;23.0;15.0;16.0;16.0;96;35;25860.0;0.0;0.0;5400.0;16620.0;3840.0;60.0;3756.0;1302.0;9249;0.0;16.0;12.0;19.0;0.0;16.0;60.0;0.0;0.0;0;0;15.179571663920923;2.327907718747881;8.0;22.0;34.449864498644985;21.945320228409493;8;93
9;9;57;125;58;59;56;7.0;23.0;15.0;16.0;16.0;90;25;23100.0;0.0;0.0;6960.0;13380.0;2760.0;540.0;2598.0;144.0;2925;0.0;16.0;13.0;20.0;0.0;24.0;67.0;0.0;0.0;0;0;15.306184012066366;2.299860526150311;7.0;22.0;24.50956937799043;9.791420632185243;8;85
