Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
15;15;74;134;65;67;64;7.0;22.0;14.0;14.0;15.0;96;44;18240.0;0.0;0.0;1860.0;13860.0;2520.0;480.0;3005.0;1068.0;4767;0.0;14.0;11.0;18.0;1.0;16.0;72.0;0.0;0.0;0;0;14.4976;2.380670964245164;7.0;21.0;42.89080459770115;25.163594082895123;8;94
16;16;78;150;60;63;64;8.0;22.0;15.0;15.0;14.0;99;33;21900.0;0.0;0.0;3480.0;15900.0;2520.0;120.0;3496.0;1559.0;14875;0.0;15.0;12.0;20.0;0.0;11.0;67.0;0.0;0.0;0;0;15.063291139240507;2.3564711449559685;8.0;21.0;32.6013986013986;26.090654185093786;2;97
17;17;71;133;59;63;63;8.0;21.0;14.0;14.0;14.0;99;45;24060.0;0.0;0.0;3600.0;15840.0;4620.0;1620.0;2927.0;990.0;6401;0.0;14.0;10.0;18.0;2.0;11.0;67.0;0.0;0.0;0;0;14.321027287319422;2.36065751870188;8.0;21.0;45.24935732647815;30.275971974841998;3;94
18;19;84;143;62;67;64;9.0;23.0;15.0;0.0;14.0;99;50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3253.0;1316.0;5474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;15.386075949367088;2.5919170451453954;9.0;21.0;49.13574660633484;23.44473887684964;6;97
19;21;57;125;90;69;65;7.0;23.0;15.0;0.0;14.0;98;82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2672.0;735.0;1688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.466666666666667;3.0883292858401252;7.0;22.0;81.58241758241758;8.599854246229652;58;97
20;22;72;131;68;71;66;6.0;23.0;15.0;14.0;14.0;99;53;18900.0;0.0;1020.0;3660.0;13920.0;1320.0;420.0;3195.0;1258.0;8448;0.0;14.0;10.0;18.0;1.0;29.0;75.0;93.02638888888889;12.958828962178165;68;131;14.617753623188406;2.702101307414352;6.0;22.0;51.478658536585364;22.954744090258476;11;98
21;23;65;145;65;67;66;7.0;23.0;13.0;14.0;15.0;99;43;22920.0;0.0;0.0;3600.0;16260.0;3060.0;1920.0;3640.0;1703.0;7223;0.0;14.0;9.0;19.0;3.0;14.0;71.0;0.0;0.0;0;0;13.674418604651162;2.3953810919352083;6.0;21.0;42.167808219178085;31.6443624681872;6;99
22;24;58;191;63;64;66;7.0;23.0;14.0;15.0;15.0;100;43;19380.0;0.0;0.0;4200.0;13260.0;1920.0;1500.0;4346.0;2409.0;11741;0.0;15.0;12.0;19.0;2.0;17.0;73.0;0.0;0.0;0;0;14.573712255772646;2.2935893908364315;7.0;23.0;41.75688073394495;30.90130149859188;4;100
23;25;70;145;71;74;68;8.0;23.0;14.0;15.0;15.0;99;44;18720.0;0.0;2880.0;2760.0;14520.0;1440.0;540.0;3780.0;1843.0;11136;0.0;15.0;9.0;19.0;0.0;26.0;79.0;96.86944444444444;15.767218444263902;71;145;14.46236559139785;2.4636095838738563;8.0;21.0;44.03146853146853;21.49684614884034;15;97
24;26;67;136;64;67;68;8.0;22.0;15.0;15.0;15.0;99;41;30000.0;0.0;0.0;5700.0;22020.0;2280.0;3480.0;3590.0;1653.0;7454;0.0;15.0;9.0;21.0;2.0;23.0;73.0;93.32916666666667;16.579898618340355;64;136;14.504159733777039;2.217101734458982;8.0;21.0;40.940983606557374;29.773953723749784;6;96
25;27;74;140;64;67;68;8.0;22.0;15.0;15.0;13.0;98;46;21480.0;0.0;0.0;5880.0;14160.0;1440.0;1080.0;3375.0;1438.0;7778;0.0;15.0;11.0;20.0;1.0;14.0;70.0;0.0;0.0;0;0;14.785483870967742;2.3501782207089517;8.0;21.0;46.77428571428572;28.99956495099433;6;97
26;28;81;144;62;64;68;7.0;26.0;14.0;13.0;15.0;97;16;20760.0;0.0;0.0;3960.0;13260.0;3540.0;600.0;2284.0;347.0;3596;0.0;13.0;11.0;17.0;1.0;10.0;67.0;0.0;0.0;0;0;13.706976744186047;2.2345485313579676;8.0;26.0;15.90643274853801;11.487726204806084;3;54
