Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;8;85;113;67;53;51;7.0;25.0;18.0;0.0;15.0;97;63;0.0;5640;0.0;0.0;0.0;0.0;0.0;2433.0;244.0;680;0.0;15.0;8.0;21.0;0.0;17.0;59.0;84.96036585365853;8.344796238159145;67;113;17.565217391304348;2.9483811932678505;8.0;24.0;62.216981132075475;14.603569424734497;26;94
1;9;83;111;50;52;51;7.0;21.0;14.0;15.0;14.0;93;24;32979.0;0;4740.0;3900.0;23400.0;5700.0;60.0;2352.0;163.0;3497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.289634146341463;2.219979095222356;8.0;20.0;24.381067961165048;11.442041827818846;3;92
2;10;76;109;49;50;51;7.0;20.0;14.0;14.0;14.0;81;24;25030.0;0;0.0;8520.0;12240.0;4320.0;0.0;2544.0;355.0;8883;0.0;14.0;8.0;18.0;0.0;13.0;53.0;0.0;0.0;0;0;13.648514851485148;2.04573679843212;8.0;19.0;24.112299465240643;13.62202559619808;3;80
3;11;90;139;49;50;51;7.0;21.0;13.0;14.0;14.0;85;28;22500.0;0;0.0;6180.0;12900.0;3420.0;180.0;3412.0;1223.0;20661;0.0;14.0;9.0;19.0;0.0;16.0;54.0;73.69950738916256;23.798069834256562;49;139;13.67100977198697;1.8009877736443856;8.0;19.0;28.974093264248705;20.70854626540779;5;85
4;12;100;96;50;51;51;6.0;20.0;14.0;14.0;13.0;92;23;30240.0;0;0.0;7620.0;14940.0;7680.0;120.0;2295.0;106.0;3707;0.0;14.0;11.0;19.0;0.0;19.0;56.0;0.0;0.0;0;0;13.977744807121661;2.055847191244767;8.0;19.0;23.266666666666666;9.374833842716576;3;71
5;13;90;105;45;46;51;7.0;21.0;14.0;13.0;13.0;88;26;28980.0;0;0.0;8340.0;13440.0;7200.0;0.0;2407.0;218.0;5551;0.0;13.0;10.0;17.0;0.0;9.0;50.0;63.9;12.2221792928539;45;105;13.608047690014903;1.838451910827724;8.0;20.0;25.71021377672209;17.581479545097437;2;79
6;14;86;166;48;49;50;7.0;21.0;14.0;13.0;13.0;84;26;29929.0;0;0.0;6600.0;16680.0;6660.0;840.0;2751.0;562.0;10401;0.0;13.0;8.0;17.0;1.0;16.0;52.0;67.11239669421488;20.64610731223731;48;166;13.36996336996337;2.0305665133057342;7.0;20.0;26.469740634005763;13.904618712735784;7;76
7;15;91;101;50;52;50;7.0;20.0;14.0;13.0;13.0;86;28;29220.0;0;0.0;4980.0;18360.0;5880.0;480.0;2378.0;189.0;5345;0.0;13.0;8.0;17.0;1.0;20.0;55.0;0.0;0.0;0;0;13.901515151515152;1.9956765712517543;8.0;19.0;27.75417661097852;11.471629443047478;12;79
8;16;88;122;48;50;50;7.0;21.0;14.0;13.0;13.0;99;29;29220.0;0;0.0;5340.0;17760.0;6120.0;0.0;2695.0;506.0;9840;0.0;13.0;9.0;17.0;0.0;15.0;53.0;67.30972222222222;14.114311685919507;48;122;13.406201550387596;1.9693682116800533;7.0;21.0;28.641826923076923;16.620454281050982;5;95
9;17;77;162;46;48;49;7.0;22.0;14.0;13.0;13.0;95;27;25500.0;0;0.0;7800.0;11820.0;5880.0;120.0;3099.0;910.0;16037;0.0;13.0;9.0;19.0;0.0;15.0;52.0;0.0;0.0;0;0;13.837704918032786;2.2239135446123437;8.0;22.0;27.154450261780106;15.40006522684179;4;92
