Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;10;91;107;55;59;59;8.0;20.0;13.0;0.0;14.0;87;17;0.0;60.0;0.0;0.0;0.0;0.0;0.0;1647.0;59.0;0.0;0.0;14.0;8.0;19.0;1.0;7.0;72.0;71.74358974358974;10.127945468920796;55;107;13.75;2.0043702252827447;8.0;19.0;14.869158878504672;16.906053835885547;1;68
1;11;80;95;53;56;58;8.0;23.0;15.0;14.0;13.0;93;23;38880.0;0.0;1620.0;4140.0;24480.0;10260.0;840.0;1666.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67.79305555555555;8.645821508247156;53;95;14.002919708029196;2.0660601670791574;8.0;21.0;22.14148681055156;18.432497386401717;1;81
2;12;79;139;49;51;55;6.0;22.0;14.0;13.0;13.0;95;33;32460.0;0.0;0.0;3300.0;24060.0;5100.0;2520.0;1746.0;158.0;0.0;0.0;13.0;8.0;20.0;3.0;10.0;0.0;68.68472222222222;12.242879560088776;49;139;13.791411042944786;2.2516632917712087;6.0;20.0;33.12039312039312;24.91760874157635;1;91
3;13;75;119;51;55;55;7.0;22.0;14.0;13.0;13.0;95;32;27480.0;1380.0;0.0;3420.0;18000.0;6060.0;1980.0;1791.0;203.0;0.0;0.0;13.0;8.0;18.0;2.0;22.0;0.0;70.43194444444444;12.548719792925414;51;119;13.90521327014218;2.1257143753065053;8.0;20.0;31.8575;18.28871766281059;2;88
4;14;74;105;52;56;55;6.0;21.0;14.0;13.0;13.0;96;35;22560.0;1080.0;0.0;1680.0;14700.0;6180.0;120.0;1667.0;79.0;0.0;0.0;13.0;9.0;17.0;0.0;20.0;0.0;68.48055555555555;9.251706132277693;52;105;13.637702503681885;2.051930667390765;6.0;20.0;34.64125560538117;19.338766620122925;2;95
5;17;38;124;60;58;54;8.0;21.0;14.0;0.0;15.0;99;47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1780.0;192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.038167938931299;2.4909135028472473;9.0;20.0;45.673611111111114;19.045570300492123;22;93
6;21;49;127;58;66;58;8.0;23.0;15.0;0.0;14.0;99;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1907.0;319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.675324675324676;2.9029387637383097;8.0;21.0;49.22463768115942;19.979343722789366;15;94
7;22;58;129;58;61;61;6.0;21.0;13.0;14.0;14.0;100;50;17640.0;0.0;0.0;5100.0;12540.0;0.0;120.0;2826.0;1010.0;0.0;0.0;14.0;8.0;20.0;0.0;29.0;0.0;0.0;0.0;0;0;13.617307692307692;2.594685482188408;6.0;20.0;49.607142857142854;23.414632474473237;12;99
8;23;76;120;60;62;61;7.0;21.0;14.0;14.0;14.0;98;41;27180.0;7260.0;0.0;4380.0;19620.0;3180.0;2340.0;2221.0;405.0;0.0;0.0;14.0;10.0;20.0;3.0;38.0;0.0;0.0;0.0;0;0;14.114331723027375;2.2886974432148497;8.0;20.0;40.03174603174603;17.03137619977468;13;97
9;24;73;123;58;61;62;8.0;22.0;14.0;14.0;14.0;99;42;24300.0;0.0;0.0;3300.0;16140.0;4860.0;60.0;2190.0;374.0;0.0;0.0;14.0;9.0;20.0;0.0;22.0;66.0;74.18333333333334;10.740616059301875;58;123;13.956454121306376;2.295705882356002;8.0;20.0;41.82294264339152;21.773512754606557;11;96
10;25;36;107;58;59;62;8.0;23.0;15.0;14.0;14.0;96;44;29940.0;9540.0;0.0;4680.0;18960.0;6300.0;120.0;2116.0;300.0;0.0;0.0;14.0;8.0;21.0;0.0;31.0;63.0;73.58194444444445;10.587018077565153;58;107;14.385416666666666;2.385215212953157;8.0;21.0;43.68298368298368;20.729632955576594;11;95
11;26;75;147;54;62;62;7.0;23.0;14.0;14.0;13.0;98;53;13800.0;0.0;0.0;3420.0;10380.0;0.0;2040.0;2551.0;735.0;0.0;0.0;14.0;10.0;19.0;1.0;38.0;70.0;82.70416666666667;14.171763176393323;54;147;13.9673735725938;2.1208771429645688;8.0;21.0;52.413690476190474;21.91307889951971;11;94
12;27;66;147;57;58;61;5.0;25.0;14.0;13.0;14.0;99;41;27720.0;0.0;0.0;3720.0;16860.0;7140.0;60.0;3044.0;1228.0;0.0;0.0;13.0;8.0;21.0;0.0;29.0;64.0;0.0;0.0;0;0;13.647859922178988;2.3823535129224305;7.0;22.0;40.66530612244898;24.111184220152396;8;97
13;28;72;138;58;60;60;7.0;22.0;14.0;14.0;14.0;97;39;20400.0;0.0;720.0;6300.0;12120.0;1980.0;720.0;2585.0;769.0;0.0;0.0;14.0;8.0;20.0;1.0;23.0;64.0;78.44722222222222;14.776576548922717;58;138;13.801358234295416;2.3198263039496543;8.0;22.0;38.116618075801746;17.079076527578763;11;82
