Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;6;85;117;76;80;80;10.0;20.0;14.0;0.0;14.0;87;51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1964.0;145.0;3031;0.0;14.0;10.0;19.0;3.0;13.0;66.0;0.0;0.0;0;0;14.23076923076923;2.5666653858958357;10.0;20.0;51.2;11.52215257666726;36;71
1;7;93;129;59;62;71;6.0;21.0;15.0;14.0;14.0;98;39;32700.0;0.0;0.0;5040.0;19320.0;8340.0;2040.0;2622.0;803.0;9233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.8861111111111;16.608425786291892;59;129;14.34094616639478;2.153089608756122;8.0;20.0;39.58981233243968;29.57057452003044;2;97
2;8;67;136;58;59;67;7.0;22.0;14.0;14.0;14.0;99;42;28826.0;0.0;0.0;6120.0;16020.0;6720.0;240.0;2847.0;1028.0;5003;0.0;14.0;10.0;19.0;0.0;15.0;0.0;0.0;0.0;0;0;14.1184;2.108739301099119;7.0;20.0;41.48;29.093394439288105;5;99
3;9;75;160;60;61;66;8.0;23.0;15.0;14.0;14.0;99;39;21803.0;0.0;0.0;3120.0;14460.0;4260.0;0.0;2972.0;1153.0;6428;0.0;14.0;10.0;18.0;0.0;29.0;70.0;88.54722222222222;18.984876819181792;60;160;14.231404958677686;2.3529841456600336;8.0;22.0;38.612637362637365;24.03902401225767;3;98
4;10;86;135;59;62;65;7.0;24.0;15.0;14.0;14.0;99;32;25010.0;0.0;0.0;3060.0;13860.0;8100.0;660.0;2363.0;544.0;4479;0.0;14.0;8.0;20.0;1.0;23.0;70.0;82.08333333333333;13.903087187144203;59;135;14.208398133748055;2.347055549254713;8.0;23.0;31.577608142493638;20.245307498379816;4;98
5;11;85;138;63;66;65;8.0;21.0;14.0;14.0;13.0;93;32;31560.0;0.0;0.0;6900.0;17280.0;7380.0;600.0;2215.0;396.0;4703;0.0;14.0;9.0;19.0;0.0;22.0;70.0;0.0;0.0;0;0;14.058441558441558;2.0369540954190213;8.0;21.0;31.03814713896458;19.28839395921895;6;92
6;12;91;131;58;62;65;8.0;23.0;15.0;13.0;14.0;96;36;32520.0;0.0;0.0;6060.0;19080.0;7380.0;720.0;2147.0;328.0;2949;0.0;13.0;9.0;20.0;1.0;22.0;69.0;82.09583333333333;12.868371405849649;58;131;14.394453004622497;2.0513515522164036;8.0;20.0;36.15496368038741;21.465670679826392;2;91
7;13;85;116;59;62;62;9.0;23.0;15.0;14.0;13.0;96;36;31407.0;0.0;0.0;5940.0;18060.0;7440.0;420.0;2165.0;346.0;3652;0.0;14.0;11.0;18.0;1.0;16.0;68.0;81.77638888888889;12.711379340482853;59;116;14.4037558685446;1.8554285223184148;9.0;23.0;36.19444444444444;21.40388592690977;5;95
8;14;71;158;57;60;62;7.0;22.0;14.0;13.0;13.0;100;39;26940.0;0.0;0.0;4080.0;16380.0;6480.0;60.0;3108.0;1289.0;7542;0.0;13.0;10.0;17.0;0.0;22.0;67.0;0.0;0.0;0;0;13.99655172413793;1.9289058464751443;7.0;20.0;39.02046783625731;28.614847939280523;2;97
9;15;87;141;61;62;62;7.0;22.0;14.0;13.0;13.0;98;45;20760.0;0.0;0.0;4320.0;14160.0;2280.0;1860.0;3016.0;1197.0;7728;0.0;13.0;9.0;18.0;2.0;18.0;69.0;91.15;16.9754643202738;61;141;13.442700156985872;1.9584212379513763;8.0;20.0;45.36927223719677;24.645760350290395;3;97
