Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;0;84;138;50;53;55;7.0;21.0;13.0;14.0;14.0;99;35;26460.0;775.0;0.0;4080.0;17580.0;4800.0;840.0;3356.0;1080.0;9053;0.0;14.0;8.0;19.0;1.0;4.0;58.0;77.03472222222223;17.437592371099207;50;138;13.621572212065814;2.2334769902535374;7.0;20.0;34.653950953678475;26.431498619400095;0;95
1;1;79;113;51;55;55;7.0;22.0;14.0;14.0;14.0;93;28;31797.0;0.0;0.0;3900.0;21600.0;6300.0;1500.0;2704.0;428.0;6369;0.0;14.0;10.0;21.0;1.0;18.0;61.0;71.80972222222222;12.342053895818312;51;113;13.81658692185008;2.048030717104157;6.0;21.0;27.951338199513383;20.72816922513339;3;88
2;2;95;155;52;56;55;7.0;22.0;13.0;14.0;15.0;98;40;26340.0;0.0;0.0;4020.0;19200.0;3120.0;60.0;3360.0;1084.0;9724;0.0;14.0;9.0;18.0;0.0;18.0;60.0;0.0;0.0;0;0;13.48235294117647;2.4064216280409205;7.0;21.0;39.70505617977528;26.191388868090606;3;92
3;3;82;115;50;54;55;7.0;22.0;13.0;15.0;15.0;95;29;29820.0;0.0;0.0;5580.0;17700.0;6540.0;120.0;2618.0;342.0;5928;0.0;15.0;11.0;19.0;0.0;12.0;61.0;72.29722222222222;11.65513682914846;50;115;13.706708268330733;2.134648839964746;8.0;20.0;28.441747572815533;19.669206252817936;2;82
4;4;89;150;51;53;55;7.0;21.0;14.0;15.0;14.0;92;28;26460.0;6360.0;0.0;6000.0;15540.0;4920.0;540.0;3010.0;734.0;3786;0.0;15.0;8.0;19.0;1.0;19.0;61.0;0.0;0.0;0;0;13.80887372013652;2.0919942706475076;8.0;21.0;27.973333333333333;20.68878816063318;1;83
5;5;94;133;52;56;55;8.0;23.0;13.0;14.0;15.0;96;39;28320.0;0.0;0.0;4560.0;16620.0;7140.0;1080.0;2944.0;668.0;5862;0.0;14.0;10.0;17.0;1.0;15.0;63.0;77.66388888888889;15.325843329664835;52;133;13.564935064935066;2.2044091727667627;8.0;21.0;38.464467005076145;27.410583867634912;1;93
6;6;91;127;50;53;54;7.0;21.0;14.0;15.0;14.0;99;42;26580.0;0.0;0.0;4320.0;14760.0;7500.0;60.0;3321.0;1045.0;8247;0.0;15.0;10.0;19.0;0.0;12.0;61.0;80.32638888888889;16.799069857316137;50;127;13.862944162436548;2.2544929673940826;7.0;20.0;40.84741144414169;29.447845877319534;2;97
7;7;91;118;51;55;55;7.0;21.0;13.0;14.0;14.0;96;32;29880.0;0.0;0.0;4320.0;19260.0;6300.0;420.0;2873.0;597.0;8930;0.0;14.0;11.0;19.0;0.0;12.0;62.0;74.89722222222223;13.548595378429273;51;118;13.618971061093248;1.9224081149894603;7.0;18.0;31.300254452926207;22.922514126493063;1;91
8;8;89;118;46;52;54;7.0;20.0;14.0;14.0;14.0;99;35;29368.0;0.0;0.0;5940.0;16680.0;6780.0;0.0;2748.0;472.0;6989;0.0;14.0;10.0;18.0;0.0;18.0;57.0;73.95138888888889;14.348407703523874;46;118;13.811111111111112;2.009707481763825;8.0;20.0;34.592039800995025;25.82899632318477;1;95
9;9;90;135;51;55;54;7.0;20.0;14.0;14.0;14.0;99;39;31736.0;0.0;0.0;4680.0;21180.0;5880.0;420.0;3076.0;800.0;7738;0.0;14.0;11.0;19.0;0.0;14.0;61.0;78.13194444444444;16.234670773009984;51;135;13.619967793880837;2.0296959623169815;7.0;20.0;38.81060606060606;27.98758723124646;2;99
