Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;16;82;147;51;53;53;8.0;22.0;15.0;0.0;14.0;96;42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2108.0;437.0;4519;0.0;14.0;11.0;17.0;1.0;7.0;60.0;0;0;0;0;15.224669603524228;2.1665680144696013;8.0;21.0;41.213592233009706;31.333982447622276;1;94
1;17;85;169;48;51;52;7.0;23.0;14.0;14.0;14.0;99;40;25140.0;0.0;0.0;2700.0;15120.0;7320.0;540.0;2627.0;956.0;5139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;14.138709677419355;2.1053200537248546;7.0;21.0;40.54933333333334;35.81086752494121;1;99
2;18;44;129;54;56;53;6.0;22.0;14.0;14.0;14.0;99;43;30240.0;0.0;0.0;4800.0;20100.0;5340.0;1080.0;2209.0;538.0;3932;0.0;14.0;8.0;18.0;1.0;18.0;64.0;0;0;0;0;13.945848375451263;2.314752347851416;7.0;20.0;44.06442577030813;30.328062376739517;5;99
3;19;59;134;57;56;54;7.0;22.0;15.0;14.0;14.0;99;52;20220.0;0.0;0.0;6240.0;13020.0;960.0;120.0;2428.0;757.0;5462;0.0;14.0;10.0;19.0;0.0;46.0;71.0;0;0;0;0;14.386281588447654;2.50607051427389;8.0;21.0;51.88753799392097;24.95313777503713;12;99
4;20;90;140;50;54;54;8.0;22.0;15.0;14.0;13.0;99;45;21360.0;0.0;0.0;3240.0;17580.0;540.0;60.0;2304.0;633.0;6288;0.0;14.0;10.0;18.0;0.0;18.0;68.0;0;0;0;0;14.640065146579804;2.259058636710142;8.0;21.0;44.46174142480211;26.701526013067912;2;94
5;21;74;129;50;56;54;7.0;25.0;15.0;13.0;14.0;99;37;31080.0;0.0;0.0;3780.0;19560.0;7740.0;180.0;1887.0;216.0;2270;0.0;13.0;10.0;17.0;0.0;15.0;64.0;0;0;0;0;14.62751677852349;2.204064551010359;8.0;23.0;36.73056994818653;22.745720959225533;2;91
6;22;88;155;51;56;55;8.0;24.0;16.0;14.0;14.0;99;45;22140.0;0.0;0.0;4080.0;14640.0;3420.0;240.0;2508.0;837.0;4160;0.0;14.0;9.0;17.0;0.0;19.0;67.0;0;0;0;0;14.948160535117056;2.263345031161029;9.0;22.0;45.0195530726257;31.383769028902087;3;99
7;23;70;138;56;61;56;9.0;24.0;15.0;14.0;14.0;100;41;33640.0;0.0;0.0;3600.0;22140.0;7920.0;60.0;2027.0;356.0;3620;0.0;14.0;10.0;18.0;0.0;17.0;66.0;0;0;0;0;14.644757433489827;2.0450175863894;9.0;22.0;40.2185089974293;24.281470012166036;8;96
8;25;71;132;63;60;58;6.0;21.0;14.0;0.0;14.0;98;56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1886.0;215.0;1968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;14.409090909090908;2.312530246991526;7.0;21.0;55.41095890410959;20.90607542059154;14;93
9;26;66;143;56;66;59;8.0;23.0;15.0;14.0;13.0;99;43;27776.0;0.0;0.0;4380.0;21600.0;1800.0;780.0;2655.0;984.0;8766;0.0;14.0;10.0;18.0;0.0;21.0;69.0;0;0;0;0;14.644876325088338;2.1265693192346613;8.0;23.0;42.86280487804878;26.32690975975936;11;99
10;27;82;133;51;64;61;7.0;22.0;14.0;13.0;14.0;99;49;23520.0;0.0;0.0;6420.0;14760.0;2340.0;360.0;2273.0;602.0;5132;0.0;13.0;9.0;19.0;0.0;30.0;72.0;0;0;0;0;13.990491283676704;2.3402842106318165;8.0;21.0;49.38709677419355;22.92114072352329;3;98
11;28;74;126;60;64;62;8.0;21.0;14.0;14.0;14.0;99;41;32880.0;0.0;0.0;3840.0;23520.0;5520.0;480.0;2095.0;424.0;2663;0.0;14.0;10.0;18.0;0.0;21.0;71.0;0;0;0;0;14.076461769115442;2.001161750205971;9.0;21.0;40.35058823529412;22.710182342000703;10;97
