Unnamed: 0;day;label;hr_maxHeartRate;hr_minHeartRate;hr_restingHeartRate;hr_lastSevenDaysAvgRestingHeartRate;resp_lowestRespirationValue;resp_highestRespirationValue;resp_avgWakingRespirationValue;resp_avgSleepRespirationValue;resp_avgTomorrowSleepRespirationValue;str_maxStressLevel;str_avgStressLevel;sleep_sleepTimeSeconds;sleep_napTimeSeconds;sleep_unmeasurableSleepSeconds;sleep_deepSleepSeconds;sleep_lightSleepSeconds;sleep_remSleepSeconds;sleep_awakeSleepSeconds;act_totalCalories;act_activeKilocalories;act_distance;act_activeTime;sleep_averageRespirationValue;sleep_lowestRespirationValue;sleep_highestRespirationValue;sleep_awakeCount;sleep_avgSleepStress;sleep_avgHeartRate;hr_time_series_mean;hr_time_series_std;hr_time_series_min;hr_time_series_max;resp_time_series_mean;resp_time_series_std;resp_time_series_min;resp_time_series_max;stress_time_series_mean;stress_time_series_std;stress_time_series_min;stress_time_series_max
0;0;74;100;49;61;61;8.0;22.0;14.0;0.0;14.0;85;20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2240.0;159.0;5357;0.0;14.0;11.0;18.0;0.0;10.0;60.0;0.0;0.0;0;0;13.946969696969697;2.389944403455231;8.0;21.0;19.547511312217196;13.251270088742594;0;73
1;1;62;117;46;50;56;8.0;21.0;15.0;14.0;13.0;87;24;21000.0;0.0;0.0;2580.0;10920.0;7500.0;0.0;2221.0;140.0;3935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;66.92248062015504;11.255968777631244;46;117;14.11965811965812;1.8787872361072253;9.0;20.0;23.613953488372093;20.862000410174375;0;76
2;2;84;101;51;55;55;8.0;22.0;14.0;13.0;13.0;94;37;18229.0;0.0;0.0;3720.0;11220.0;3300.0;720.0;1017.0;49.0;735;0.0;13.0;10.0;17.0;1.0;25.0;63.0;0.0;0.0;0;0;13.924914675767917;1.8028685172054828;9.0;19.0;36.81283422459893;19.990164586677746;7;85
3;4;76;102;60;59;55;9.0;22.0;15.0;0.0;14.0;93;52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1810.0;94.0;2685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;14.820960698689957;2.1531528508976714;9.0;21.0;51.56435643564357;18.97597013086833;21;90
4;5;63;96;48;51;55;8.0;20.0;14.0;14.0;13.0;92;26;20863.0;0.0;0.0;4740.0;11100.0;5040.0;60.0;2240.0;159.0;6675;0.0;14.0;10.0;17.0;0.0;14.0;55.0;0.0;0.0;0;0;13.751231527093596;1.8727198840534576;8.0;19.0;25.325991189427313;19.036005375853566;2;85
5;6;61;100;43;46;53;7.0;20.0;14.0;13.0;14.0;91;25;17990.0;6300.0;0.0;1380.0;9780.0;6840.0;60.0;2150.0;69.0;2498;0.0;13.0;11.0;16.0;0.0;11.0;53.0;0.0;0.0;0;0;13.68;1.7977764043395386;8.0;19.0;25.661016949152543;18.424411533890922;1;91
6;7;80;113;52;56;53;7.0;21.0;14.0;14.0;13.0;99;40;18180.0;0.0;0.0;1560.0;12900.0;3720.0;1380.0;2346.0;265.0;6248;0.0;14.0;10.0;19.0;2.0;23.0;62.0;0.0;0.0;0;0;14.271084337349398;1.945494029027999;8.0;20.0;39.7458432304038;17.895168818547283;10;97
7;8;69;130;47;48;52;6.0;20.0;14.0;13.0;13.0;96;26;19440.0;0.0;0.0;4560.0;9600.0;5280.0;240.0;2374.0;293.0;8621;0.0;13.0;8.0;17.0;0.0;8.0;51.0;65.29032258064517;12.563499482659298;47;130;13.402527075812275;2.093153900905762;7.0;19.0;25.85142857142857;16.908009453317366;2;76
8;9;87;144;51;52;52;7.0;21.0;13.0;13.0;13.0;94;35;20400.0;0.0;0.0;4380.0;13140.0;2880.0;1260.0;2390.0;309.0;7403;0.0;13.0;9.0;19.0;1.0;21.0;60.0;0.0;0.0;0;0;13.452054794520548;2.1364203285958125;7.0;20.0;34.74074074074074;17.77984555875777;4;86
9;10;70;132;42;47;51;7.0;21.0;13.0;13.0;14.0;96;26;27300.0;0.0;0.0;3240.0;15120.0;8940.0;120.0;2210.0;129.0;2963;0.0;13.0;10.0;18.0;0.0;13.0;51.0;0.0;0.0;0;0;12.775747508305647;1.8724821027941732;8.0;19.0;25.42091836734694;18.197159207915778;1;91
